Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-05269,"Rescue operations are underway after a landslide struck New Extension, Goa, releasing roughly 1752 cubic meters of rock and mud onto residential structures below.",Landslide,Medium,178.1,84.1,20.9,17.6,56.8,56.9
INC-05270,"Rescue teams worked through the night after a four-story residential building in Shastri Nagar near Athens caved in, with around 3 people feared trapped inside the debris.",Building Collapse,Low,42.3,56.5,7.7,27,158.2,11.8
INC-05271,"Authorities issued a red alert as Cyclone Biparjoy approached Kolkata, packing wind speeds of 59 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,Low,22.7,76,40,30.1,38.1,28.1
INC-05272,"Urban drainage failure during a heavy downpour led to waterlogging of 1.2 m in Industrial Estate Phase 2, Nairobi, disrupting traffic and affecting roughly 166 residents.",Flood,Medium,150.3,81.6,17.4,22.6,34.9,53.7
INC-05273,"A pressure valve failure at a chemical storage facility in Hillview Township released industrial solvent into the air over Guwahati, with authorities evacuating 496 residents as a precaution.",Chemical Leak,Low,24.8,72.7,13.2,37.6,50,13.7
INC-05274,"Heavy monsoon rains caused the Ganga river to overflow, flooding Old Town in Guwahati with water levels reaching 1.2 meters; around 673 households affected.",Flood,Medium,156.4,86.4,10.6,24.7,50.9,59
INC-05275,"Seismic activity along the San Andreas Fault triggered a 7.6 magnitude quake near Jakarta, cracking building walls and damaging infrastructure; reports indicate 580 injuries so far.",Earthquake,High,4.3,58.7,13.1,30,90.1,100
INC-05276,"Coastal communities near Shimla braced for Cyclone Amphan, which brought gusts up to 54 km/h and forced mass evacuations along the shoreline.",Cyclone,Low,30.1,76.6,63,26.9,42.4,21.3
INC-05277,"Coastal communities near Chennai braced for Cyclone Mocha, which brought gusts up to 123 km/h and forced mass evacuations along the shoreline.",Cyclone,Medium,164.7,87,129,28.8,30.8,62.8
INC-05278,"A storage tank rupture at a chemical plant in Riverside Colony, Wellington, released a cloud of phosgene, prompting evacuation of residents within a 0.5 km radius and affecting 432 people.",Chemical Leak,Low,22.4,45.8,10,18.6,73.4,18.7
INC-05279,"Rescue operations are underway after a landslide struck Sector 12, Nagpur, releasing roughly 293 cubic meters of rock and mud onto residential structures below.",Landslide,Low,109.8,77.6,6.2,20.8,44.5,18
INC-05280,"Structural failure caused a factory shed to collapse in Shastri Nagar, Mangalore; officials say the 2-year-old building lacked recent safety inspections and 0 people are trapped.",Building Collapse,Low,37.8,82.7,33.5,16.3,50.2,15.5
INC-05281,"A wildfire fueled by dry vegetation and high temperatures has scorched 63 hectares of forest near Greenfield Township, Guwahati; firefighters report the blaze is 64% contained.",Wildfire,Low,4,27.5,12,32.2,119.6,22.7
INC-05282,"A massive landslide loosened by saturated soil swept through Gandhi Nagar in the hills near Shimla, burying a stretch of road under 4752 cubic meters of mud and rock.",Landslide,High,323.6,100,21.2,20.7,26.8,94.7
INC-05283,"An undersea earthquake triggered tsunami waves up to 3.0 meters that struck the coastline near Brisbane, prompting the evacuation of 17636 residents from low-lying shore areas.",Tsunami,Medium,49.8,77.2,16.7,22.2,43.7,53.2
INC-05284,"A four-story residential building under heavy load collapsed in East End near Goa, burying 19 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Medium,16,78.2,0.5,11,50,42.7
INC-05285,"Slope failure following days of heavy rain caused a landslide near Aizawl, with 947 cubic meters of debris crashing into Foothill Settlement and cutting off mountain access for 59 hours.",Landslide,Medium,148.7,81.9,14,19.9,79.4,49.2
INC-05286,"Emergency responders rushed to Fishing Harbor, San Francisco, after a hydrogen sulfide leak from an industrial unit spread toxic fumes, leading to the evacuation of 3096 people within 2.5 km.",Chemical Leak,Medium,16,45,9.2,27.7,223.3,60.5
INC-05287,"A pressure valve failure at a chemical storage facility in Lakeview Estate released hydrogen sulfide into the air over Cape Town, with authorities evacuating 4798 residents as a precaution.",Chemical Leak,Medium,23.1,62.6,6.8,37.5,222.2,56.2
INC-05288,"Residents of Bangkok experienced strong shaking after a 5.8 magnitude earthquake hit the region at a depth of 64 km, with 10 people reported injured and several aftershocks expected.",Earthquake,Medium,3.5,54.4,4.7,16.3,84.8,50
INC-05289,"Thick smoke blanketed Dehradun as a wildfire burned through 597 hectares of dry grassland near Coastal Road, prompting evacuation advisories for nearby residents.",Wildfire,Medium,1.6,21.7,35.4,35.8,247.8,50.9
INC-05290,"Structural failure caused a under-construction apartment block to collapse in MG Road area, Los Angeles; officials say the 3-year-old building lacked recent safety inspections and 23 people are trapped.",Building Collapse,Medium,20.1,41.8,20.2,39.9,72.3,45.4
INC-05291,"A tsunami generated by offshore seismic activity sent waves of 7.5 meters crashing into the Wellington coastline, damaging fishing harbors and displacing 125755 residents.",Tsunami,High,0,92.9,42.7,26.5,51.7,96.6
INC-05292,"Buildings swayed and power lines snapped as a 6.7 magnitude earthquake rattled Mexico City, linked to movement along the San Andreas Fault; local hospitals have admitted 2801 patients.",Earthquake,High,34.8,77.5,13,30.2,107.2,93.2
INC-05293,"An industrial accident at a factory in Greenfield Township near Houston caused a leak of ammonia, forcing emergency teams to evacuate 790 residents within 1.4 km of the site.",Chemical Leak,Medium,21.4,45.8,7.4,16,234.1,48.4
INC-05294,"Emergency responders rushed to Old Town, Aizawl, after a ammonia leak from an industrial unit spread toxic fumes, leading to the evacuation of 27376 people within 3.3 km.",Chemical Leak,High,1.6,46.5,6.9,16.3,310.3,88.6
INC-05295,"Emergency responders rushed to Gandhi Nagar, Chennai, after a nitric acid fumes leak from an industrial unit spread toxic fumes, leading to the evacuation of 11205 people within 7.6 km.",Chemical Leak,High,28.1,41.5,6.1,15.6,325.3,88.9
INC-05296,"The Yamuna river breached its banks after days of incessant rain, flooding Refinery Road in Patna and cutting off access roads; local authorities report 140 people affected.",Flood,Low,20.2,69.9,5.9,23.8,62.6,19.7
INC-05297,"Workers reported a sudden pipeline leak of industrial solvent at a plant in Shastri Nagar, Chittagong, triggering a hazmat response and evacuation of 137 people from a 0.9 km buffer zone.",Chemical Leak,Low,13.5,63.4,10.5,40.4,100.8,18.7
INC-05298,"Heavy monsoon rains caused the Godavari river to overflow, flooding Refinery Road in Goa with water levels reaching 2.9 meters; around 4749 households affected.",Flood,High,273.7,97.6,28.5,25.7,43.1,98.5
INC-05299,"Coastal warning sirens sounded in Nairobi as tsunami waves reaching 3.0 meters approached the shore, with civil authorities moving 18899 people to higher ground.",Tsunami,Medium,65.7,87.4,32.1,30.1,83,61.2
INC-05300,"An undersea earthquake triggered tsunami waves up to 1.1 meters that struck the coastline near Santiago, prompting the evacuation of 1274 residents from low-lying shore areas.",Tsunami,Low,35.5,76.3,7.5,28,25.5,19
INC-05301,"Part of a multi-level parking structure in Central District, Miami, gave way without warning, leaving 265 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,High,50,67.7,19.3,22.7,62.4,78.6
INC-05302,"A massive landslide loosened by saturated soil swept through Central District in the hills near Lagos, burying a stretch of road under 193 cubic meters of mud and rock.",Landslide,Low,73.1,73,8.6,23.3,55.1,19.5
INC-05303,"Flash floods triggered by a sudden cloudburst inundated Central District near Bhubaneswar, sweeping away vehicles and leaving roads under 1.2 m of water; rescue teams evacuated 557 residents.",Flood,Medium,162.9,86.3,21,25.9,51.6,62.1
INC-05304,"The Cauvery river breached its banks after days of incessant rain, flooding Railway Colony in Ho Chi Minh City and cutting off access roads; local authorities report 474 people affected.",Flood,Medium,133.3,89.6,14.1,25.1,58.8,57.1
INC-05305,"An undersea earthquake triggered tsunami waves up to 2.4 meters that struck the coastline near Naples, prompting the evacuation of 7463 residents from low-lying shore areas.",Tsunami,Medium,40.1,84,0,30.3,35.6,58.6
INC-05306,"Forest fire crews are battling flames that have consumed 711 hectares of woodland close to Greenfield Township, Ho Chi Minh City, amid low humidity and gusty winds; containment stands at 23%.",Wildfire,Medium,5.2,18.6,41,37.6,261.1,54.4
INC-05307,"Rescue operations are underway after a landslide struck Shastri Nagar, Imphal, releasing roughly 7960 cubic meters of rock and mud onto residential structures below.",Landslide,High,309.3,94,24.1,22,65.6,86.1
INC-05308,"High-velocity winds of 214 km/h accompanying Cyclone Remal battered Puri, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,262.5,92.7,188.4,27.8,37.6,97.8
INC-05309,"Fishermen and coastal residents near Los Angeles fled inland after tsunami waves of 9.7 meters were recorded approaching the shoreline, with 32939 people evacuated as a precaution.",Tsunami,High,20.9,87.9,26.3,18.3,45.1,100
INC-05310,"Residents of Houston experienced strong shaking after a 5.9 magnitude earthquake hit the region at a depth of 60 km, with 31 people reported injured and several aftershocks expected.",Earthquake,Medium,27.8,45,21.7,12.7,130.5,52
INC-05311,"The Narmada river breached its banks after days of incessant rain, flooding Foothill Settlement in Osaka and cutting off access roads; local authorities report 104 people affected.",Flood,Low,58.6,71.6,8.4,24.4,57.5,22.1
INC-05312,"Workers reported a sudden pipeline leak of sulfuric acid at a plant in Lakeview Estate, Srinagar, triggering a hazmat response and evacuation of 404 people from a 0.4 km buffer zone.",Chemical Leak,Low,11.5,62.5,12.4,28.5,57.1,18.5
INC-05313,"Coastal communities near Coimbatore braced for Cyclone Yaas, which brought gusts up to 164 km/h and forced mass evacuations along the shoreline.",Cyclone,High,237.9,94.3,208.4,25,34,100
INC-05314,"Part of a old textile warehouse in Railway Colony, Nagpur, gave way without warning, leaving 35 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Medium,41.7,38.4,18.5,19.3,90.7,47.7
INC-05315,"A storage tank rupture at a chemical plant in East End, Kolkata, released a cloud of LPG, prompting evacuation of residents within a 0.2 km radius and affecting 194 people.",Chemical Leak,Low,11.3,77.4,13.8,16,50,16.1
INC-05316,"Emergency responders rushed to Refinery Road, Patna, after a nitric acid fumes leak from an industrial unit spread toxic fumes, leading to the evacuation of 30990 people within 4.8 km.",Chemical Leak,High,0,61.8,6.4,27.2,375.9,94.3
INC-05317,"An undersea earthquake triggered tsunami waves up to 0.8 meters that struck the coastline near Naples, prompting the evacuation of 979 residents from low-lying shore areas.",Tsunami,Low,16.5,82.2,18.3,32.6,70.4,22.8
INC-05318,"A massive landslide loosened by saturated soil swept through Harbor Front in the hills near Lagos, burying a stretch of road under 235 cubic meters of mud and rock.",Landslide,Low,88.9,75.5,8.7,19.2,41.6,21.8
INC-05319,"A wildfire fueled by dry vegetation and high temperatures has scorched 501 hectares of forest near Coastal Road, Chennai; firefighters report the blaze is 31% contained.",Wildfire,Medium,1.6,23,40.7,39.2,268.6,59.9
INC-05320,"Cyclone Gulab made landfall near San Francisco with sustained wind speeds of 130 km/h, uprooting trees and snapping power lines across the coastal belt within 13 hours of warning.",Cyclone,Medium,136.3,86.2,132.8,27.3,25.6,60.3
INC-05321,"Continuous rainfall triggered a landslide on the hill slopes above Railway Colony near Kochi, dumping an estimated 653 cubic meters of debris and blocking the highway for 63 hours.",Landslide,Medium,177.9,88.9,17.4,17.3,83.7,57
INC-05322,"Workers reported a sudden pipeline leak of ammonia at a plant in Foothill Settlement, Srinagar, triggering a hazmat response and evacuation of 3022 people from a 2.5 km buffer zone.",Chemical Leak,Medium,28.7,46.1,7.9,37.4,195,55.5
INC-05323,"Unstable hillside terrain gave way above Hillview Township near Port Blair, sending 65 cubic meters of earth and boulders down onto a key access road, blocking it for 25 hours.",Landslide,Low,71.2,67.3,7.8,19.4,27.7,15.4
INC-05324,"Continuous rainfall triggered a landslide on the hill slopes above Foothill Settlement near Bhubaneswar, dumping an estimated 466 cubic meters of debris and blocking the highway for 7 hours.",Landslide,Medium,166.9,83.9,15,13.7,87.4,56
INC-05325,"Thick smoke blanketed Tokyo as a wildfire burned through 12680 hectares of dry grassland near Sunset District, prompting evacuation advisories for nearby residents.",Wildfire,High,1.4,5,49.8,43.2,419.4,98.2
INC-05326,"A massive landslide loosened by saturated soil swept through Central District in the hills near Lagos, burying a stretch of road under 218 cubic meters of mud and rock.",Landslide,Low,86.4,73.9,4.2,14.6,55.2,23.3
INC-05327,"Forest fire crews are battling flames that have consumed 1499 hectares of woodland close to Mining Belt, Santiago, amid low humidity and gusty winds; containment stands at 24%.",Wildfire,Medium,3.5,18.2,36.9,37.7,227.1,57.3
INC-05328,"Unstable hillside terrain gave way above Shastri Nagar near Houston, sending 1775 cubic meters of earth and boulders down onto a key access road, blocking it for 57 hours.",Landslide,Medium,184.6,84.5,17.4,21.9,42.5,58.8
INC-05329,"Rescue operations are underway after a landslide struck Riverside Colony, Cape Town, releasing roughly 9867 cubic meters of rock and mud onto residential structures below.",Landslide,High,298.4,88.9,25.7,18.9,48.6,92.4
INC-05330,"Heavy monsoon rains caused the Godavari river to overflow, flooding Gandhi Nagar in Mexico City with water levels reaching 3.4 meters; around 3750 households affected.",Flood,High,280.7,90.4,34.5,23.2,43.8,92.7
INC-05331,"A storage tank rupture at a chemical plant in Sector 12, Mexico City, released a cloud of chlorine gas, prompting evacuation of residents within a 1.9 km radius and affecting 3641 people.",Chemical Leak,Medium,6.6,40.6,10.6,32.8,239.7,49.3
INC-05332,"Emergency responders rushed to East End, Patna, after a benzene leak from an industrial unit spread toxic fumes, leading to the evacuation of 1797 people within 2.9 km.",Chemical Leak,Medium,27.9,61.8,11.9,19.4,207.6,55.6
INC-05333,"Cyclone Remal intensified rapidly before striking Kathmandu, with wind speeds reaching 207 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,High,193.5,93.9,204.3,25.4,35.8,97.5
INC-05334,"Rescue operations are underway after a landslide struck Industrial Estate Phase 2, Cairo, releasing roughly 9384 cubic meters of rock and mud onto residential structures below.",Landslide,High,309.2,88.7,29.1,23.2,63.2,88.8
INC-05335,"Coastal communities near Nagpur braced for Cyclone Yaas, which brought gusts up to 111 km/h and forced mass evacuations along the shoreline.",Cyclone,Medium,184.8,85.8,138.9,27.7,48.6,65.4
INC-05336,"Rescue teams worked through the night after a factory shed in Riverside Colony near Mexico City caved in, with around 237 people feared trapped inside the debris.",Building Collapse,High,72.1,80.8,11.9,34.4,98.4,79
INC-05337,"Continuous rainfall triggered a landslide on the hill slopes above MG Road area near Cape Town, dumping an estimated 1194 cubic meters of debris and blocking the highway for 45 hours.",Landslide,Medium,170.1,83.5,12.5,21.5,85.9,55.3
INC-05338,"Buildings swayed and power lines snapped as a 7.9 magnitude earthquake rattled Aizawl, linked to movement along the Anatolian Fault; local hospitals have admitted 259 patients.",Earthquake,High,27.3,61.4,10,8.2,126.9,99.7
INC-05339,"Urban drainage failure during a heavy downpour led to waterlogging of 2.4 m in North Ridge, Christchurch, disrupting traffic and affecting roughly 1290 residents.",Flood,High,252.1,96,37,24.4,49.3,93.5
INC-05340,"Coastal communities near Lima braced for Cyclone Gulab, which brought gusts up to 93 km/h and forced mass evacuations along the shoreline.",Cyclone,Medium,135.3,85.6,138.2,26.3,22.9,55.7
INC-05341,"A lightning-sparked wildfire near Pine Valley, Naples, has grown to 759 hectares, with crews reporting only 60% containment due to shifting winds and arid conditions.",Wildfire,Medium,3.6,20.4,33.5,37.8,278.6,49.9
INC-05342,"Emergency responders rushed to Highway Junction, New Orleans, after a methyl isocyanate leak from an industrial unit spread toxic fumes, leading to the evacuation of 18055 people within 3.1 km.",Chemical Leak,High,0,33.6,7.4,22,327.6,80.4
INC-05343,"An industrial accident at a factory in Coastal Road near Goa caused a leak of ammonia, forcing emergency teams to evacuate 1430 residents within 1.3 km of the site.",Chemical Leak,Medium,19.3,62.7,7,23.2,217.1,50.1
INC-05344,"Coastal warning sirens sounded in Tokyo as tsunami waves reaching 3.4 meters approached the shore, with civil authorities moving 5351 people to higher ground.",Tsunami,Medium,27.4,82.3,39.9,19.5,12,57.9
INC-05345,"Heavy monsoon rains caused the Nile river to overflow, flooding Refinery Road in Dhaka with water levels reaching 0.4 meters; around 49 households affected.",Flood,Low,50.7,73.4,16.1,28.1,68.7,19.7
INC-05346,"A storage tank rupture at a chemical plant in North Ridge, Los Angeles, released a cloud of LPG, prompting evacuation of residents within a 0.6 km radius and affecting 377 people.",Chemical Leak,Low,24.7,45.8,11.4,18,98.2,20.9
INC-05347,"High-velocity winds of 211 km/h accompanying Cyclone Tauktae battered Cape Town, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,284.2,100,203.3,24.7,27.5,97.7
INC-05348,"Heavy monsoon rains caused the Mississippi river to overflow, flooding Hillview Township in Darwin with water levels reaching 0.2 meters; around 109 households affected.",Flood,Low,46.5,69.5,10.5,27.2,51.8,27.6
INC-05349,"High-velocity winds of 103 km/h accompanying Cyclone Nisarga battered Tokyo, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Medium,170.9,84.3,118.2,23,42.8,54.8
INC-05350,"The national disaster agency confirmed tsunami waves of 1.8 meters hit the Darwin coast, sweeping through harbor settlements and forcing 7034 people into emergency shelters.",Tsunami,Medium,12.4,86.7,11.3,23.1,29.6,51.2
INC-05351,"A magnitude 4.1 earthquake struck near Bangkok, originating along the San Andreas Fault at a depth of 67 km; tremors were felt across the region and 2 people were injured.",Earthquake,Low,27.7,76.3,21.2,25.1,105.9,16.6
INC-05352,"Structural failure caused a four-story residential building to collapse in Slum Cluster near the canal, Coimbatore; officials say the 24-year-old building lacked recent safety inspections and 63 people are trapped.",Building Collapse,High,73.8,30,5.6,18.3,130.1,78.7
INC-05353,"Part of a bridge overpass in Market Square, Wellington, gave way without warning, leaving 5 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Low,75.1,62.3,33.9,10.2,127.8,20.8
INC-05354,"Seismic activity along the Sumatra Fault triggered a 6.3 magnitude quake near Christchurch, cracking building walls and damaging infrastructure; reports indicate 501 injuries so far.",Earthquake,High,0,66.6,14.2,15.2,89.1,99.9
INC-05355,"Part of a high-rise residential tower in Gandhi Nagar, Naples, gave way without warning, leaving 36 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Medium,26.8,56.9,9.8,24.3,102.2,46.5
INC-05356,"Strong winds and tinder-dry conditions allowed a brush fire near Athens to spread rapidly across 10060 hectares, with containment efforts currently at 10%.",Wildfire,High,1.1,21.6,59.8,42.6,424.9,97.5
INC-05357,"Continuous rainfall over the past two days has submerged low-lying parts of Greenfield Township, Chittagong, with waterlogging up to 1.7 m and 1563 families displaced to relief camps.",Flood,High,272.6,90.9,29.2,22.6,36.5,92.9
INC-05358,"A massive landslide loosened by saturated soil swept through Riverside Colony in the hills near Lagos, burying a stretch of road under 1383 cubic meters of mud and rock.",Landslide,Medium,199.8,80.8,15.8,21.3,49.7,59.1
INC-05359,"A tsunami generated by offshore seismic activity sent waves of 0.9 meters crashing into the Port Blair coastline, damaging fishing harbors and displacing 1128 residents.",Tsunami,Low,62.4,76.1,24.9,30.6,36.5,18.9
INC-05360,"Fishermen and coastal residents near Athens fled inland after tsunami waves of 8.8 meters were recorded approaching the shoreline, with 94105 people evacuated as a precaution.",Tsunami,High,44.1,87.2,43,19.2,58,100
INC-05361,"Flash floods triggered by a sudden cloudburst inundated North Ridge near New Orleans, sweeping away vehicles and leaving roads under 1.5 m of water; rescue teams evacuated 3273 residents.",Flood,High,233.6,95.1,30,19.9,49.9,94.1
INC-05362,"High-velocity winds of 117 km/h accompanying Cyclone Mocha battered Chittagong, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Medium,171.8,83.9,161.1,28.4,42.5,61.2
INC-05363,"Coastal warning sirens sounded in Kathmandu as tsunami waves reaching 1.6 meters approached the shore, with civil authorities moving 7791 people to higher ground.",Tsunami,Medium,34.3,82.9,2.8,33.1,34.4,52.4
INC-05364,"The national disaster agency confirmed tsunami waves of 7.0 meters hit the Cape Town coast, sweeping through harbor settlements and forcing 148652 people into emergency shelters.",Tsunami,High,43.4,90.6,30.3,28.6,51,91.7
INC-05365,"High-velocity winds of 74 km/h accompanying Cyclone Gulab battered Dhaka, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,Low,45.6,75.5,69.7,27.2,29,22
INC-05366,"Strong winds and tinder-dry conditions allowed a brush fire near Los Angeles to spread rapidly across 819 hectares, with containment efforts currently at 60%.",Wildfire,Medium,5.9,18.9,32.1,37.2,305,62.4
INC-05367,"Workers reported a sudden pipeline leak of hydrogen sulfide at a plant in Industrial Estate Phase 2, Srinagar, triggering a hazmat response and evacuation of 4611 people from a 1.1 km buffer zone.",Chemical Leak,Medium,23.8,38.8,6.9,35.5,226.8,59.9
INC-05368,"Flash floods triggered by a sudden cloudburst inundated Foothill Settlement near Puri, sweeping away vehicles and leaving roads under 0.2 m of water; rescue teams evacuated 145 residents.",Flood,Low,40.2,64.8,4.7,25.4,53.9,19.1
INC-05369,"Coastal warning sirens sounded in Cape Town as tsunami waves reaching 2.5 meters approached the shore, with civil authorities moving 5776 people to higher ground.",Tsunami,Medium,36.8,86.2,46.1,26.4,54.2,55.8
INC-05370,"Buildings swayed and power lines snapped as a 4.5 magnitude earthquake rattled New Orleans, linked to movement along the Himalayan Frontal Thrust; local hospitals have admitted 5 patients.",Earthquake,Low,6.1,79.9,16.3,16.6,40.6,19.8
INC-05371,"Cyclone Mocha made landfall near Surat with sustained wind speeds of 70 km/h, uprooting trees and snapping power lines across the coastal belt within 3 hours of warning.",Cyclone,Low,68.4,71.4,74.4,27.6,45.4,19.7
INC-05372,"A massive landslide loosened by saturated soil swept through MG Road area in the hills near Chennai, burying a stretch of road under 14618 cubic meters of mud and rock.",Landslide,High,295.3,92.1,24.1,20.5,38.3,92
INC-05373,"Coastal communities near Lima braced for Cyclone Nisarga, which brought gusts up to 182 km/h and forced mass evacuations along the shoreline.",Cyclone,High,266.7,96.9,202.5,22,28.3,94.6
INC-05374,"High-velocity winds of 160 km/h accompanying Cyclone Biparjoy battered Chennai, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,256.3,94.4,186.8,27.6,22.2,94.2
INC-05375,"Urban drainage failure during a heavy downpour led to waterlogging of 0.3 m in Gandhi Nagar, Nairobi, disrupting traffic and affecting roughly 58 residents.",Flood,Low,48.9,73.1,5.4,25.9,27.6,16.9
INC-05376,"A pressure valve failure at a chemical storage facility in Industrial Estate Phase 2 released sulfuric acid into the air over Darwin, with authorities evacuating 401 residents as a precaution.",Chemical Leak,Low,14.3,50.8,12.9,30.2,136.2,24.9
INC-05377,"A storage tank rupture at a chemical plant in Foothill Settlement, Dhaka, released a cloud of hydrogen sulfide, prompting evacuation of residents within a 0.9 km radius and affecting 88 people.",Chemical Leak,Low,10.3,57.1,14.4,27.5,94.3,16.8
INC-05378,"Unstable hillside terrain gave way above East End near Istanbul, sending 316 cubic meters of earth and boulders down onto a key access road, blocking it for 33 hours.",Landslide,Medium,157.1,87.5,19,17.1,81.7,60.8
INC-05379,"High-velocity winds of 131 km/h accompanying Cyclone Nisarga battered Wellington, toppling electricity poles and disrupting power supply for thousands of residents.",Cyclone,High,252.4,100,210.3,26,30.6,100
INC-05380,"Structural failure caused a old textile warehouse to collapse in MG Road area, Osaka; officials say the 38-year-old building lacked recent safety inspections and 218 people are trapped.",Building Collapse,High,51.5,58.7,21.3,41.1,122.3,75.4
INC-05381,"Buildings swayed and power lines snapped as a 5.6 magnitude earthquake rattled Santiago, linked to movement along the Ring of Fire subduction zone; local hospitals have admitted 42 patients.",Earthquake,Medium,0,75.8,24.2,32.4,98.6,57.6
INC-05382,"Thick smoke blanketed Houston as a wildfire burned through 575 hectares of dry grassland near Lakeview Estate, prompting evacuation advisories for nearby residents.",Wildfire,Medium,2.2,13.7,47.7,39.3,259.4,58.9
INC-05383,"Structural failure caused a decades-old government office building to collapse in MG Road area, New Orleans; officials say the 35-year-old building lacked recent safety inspections and 161 people are trapped.",Building Collapse,High,44.8,59,3.6,40.9,58.4,77.3
INC-05384,"Cyclone Fani intensified rapidly before striking Christchurch, with wind speeds reaching 103 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,Medium,132.4,86.7,115.4,24,37.9,58.8
INC-05385,"Buildings swayed and power lines snapped as a 6.9 magnitude earthquake rattled Chittagong, linked to movement along the Sumatra Fault; local hospitals have admitted 152 patients.",Earthquake,High,13.9,60.7,11.5,10.7,93.5,98.2
INC-05386,"A multi-level parking structure in Central District, Cape Town, collapsed suddenly, trapping an estimated 2 people under the rubble; the 57-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Low,15.3,80.5,12,27,29.6,17.3
INC-05387,"A lightning-sparked wildfire near Model Town, Puri, has grown to 306 hectares, with crews reporting only 26% containment due to shifting winds and arid conditions.",Wildfire,Medium,4.2,31.5,33.4,39.6,266,56.8
INC-05388,"Seismic activity along the San Andreas Fault triggered a 5.0 magnitude quake near Lagos, cracking building walls and damaging infrastructure; reports indicate 27 injuries so far.",Earthquake,Medium,7,44.6,16.4,36.5,62.1,56.8
INC-05389,"Strong winds and tinder-dry conditions allowed a brush fire near Nairobi to spread rapidly across 8979 hectares, with containment efforts currently at 4%.",Wildfire,High,4.9,11.3,45.4,42,405.9,94
INC-05390,"Unstable hillside terrain gave way above Industrial Estate Phase 2 near Chittagong, sending 3284 cubic meters of earth and boulders down onto a key access road, blocking it for 30 hours.",Landslide,High,347.9,90.3,17.8,20.4,76.8,96.7
INC-05391,"An undersea earthquake triggered tsunami waves up to 5.0 meters that struck the coastline near Patna, prompting the evacuation of 123069 residents from low-lying shore areas.",Tsunami,High,36.6,100,36.2,33,23.5,95.5
INC-05392,"Seismic activity along the Himalayan Frontal Thrust triggered a 3.7 magnitude quake near Kolkata, cracking building walls and damaging infrastructure; reports indicate 1 injuries so far.",Earthquake,Low,16.5,74.5,8.4,9.7,79.6,16.9
INC-05393,"The Cauvery river breached its banks after days of incessant rain, flooding Model Town in Dehradun and cutting off access roads; local authorities report 322 people affected.",Flood,Medium,193.4,75.3,10.7,26.1,45.7,57
INC-05394,"Part of a commercial plaza in Sector 12, Manila, gave way without warning, leaving 13 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Medium,64.2,70.2,7.1,38.1,83.6,43.8
INC-05395,"An undersea earthquake triggered tsunami waves up to 3.1 meters that struck the coastline near Jakarta, prompting the evacuation of 16825 residents from low-lying shore areas.",Tsunami,Medium,64.4,85.8,37,33.2,31.4,60.9
INC-05396,"Continuous rainfall over the past two days has submerged low-lying parts of Gandhi Nagar, Hisar, with waterlogging up to 0.5 m and 88 families displaced to relief camps.",Flood,Low,21.8,76.7,14.2,26,73.5,14.1
INC-05397,"Strong winds and tinder-dry conditions allowed a brush fire near Houston to spread rapidly across 62 hectares, with containment efforts currently at 67%.",Wildfire,Low,4,27.7,45.1,36.7,90,22.3
INC-05398,"Coastal communities near Miami braced for Cyclone Yaas, which brought gusts up to 77 km/h and forced mass evacuations along the shoreline.",Cyclone,Low,10,77.2,52.8,28.3,39.5,23.7
INC-05399,"Cyclone Amphan made landfall near Hanoi with sustained wind speeds of 155 km/h, uprooting trees and snapping power lines across the coastal belt within 7 hours of warning.",Cyclone,High,255.9,93.3,209.9,25.4,34.7,100
INC-05400,"Cyclone Fani intensified rapidly before striking Houston, with wind speeds reaching 98 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,Medium,150.5,85.3,135.1,27.4,35.4,59.3
INC-05401,"A pressure valve failure at a chemical storage facility in Shastri Nagar released chlorine gas into the air over Osaka, with authorities evacuating 1351 residents as a precaution.",Chemical Leak,Medium,12.5,56.4,13,31.2,261.5,55.2
INC-05402,"Coastal communities near Imphal braced for Cyclone Gulab, which brought gusts up to 116 km/h and forced mass evacuations along the shoreline.",Cyclone,Medium,191.6,81.7,107.6,26.8,37.3,53.1
INC-05403,"Thick smoke blanketed Dehradun as a wildfire burned through 2345 hectares of dry grassland near MG Road area, prompting evacuation advisories for nearby residents.",Wildfire,High,2.2,10,51.8,39.5,410.5,94.9
